,prefLabel,LABEL
3520,prunus amygdalus communis var. amara,PLANTS
3521,prunus amygdalus dulcis,PLANTS
3522,prunus amygdalus nectarina,PLANTS
3523,prunus amygdalus sativa,PLANTS
3524,prunus amygdalus var. dulcis,PLANTS
3525,prunus amygdalus var. sativa,PLANTS
3526,prunus amygoalus,PLANTS
3527,prunus armeniaca,PLANTS
3528,prunus avium,PLANTS
3529,prunus capuli,PLANTS
3530,prunus communis,PLANTS
3531,prunus domestica,PLANTS
3532,prunus domestica subsp. insititia,PLANTS
3533,prunus domestica subsp. oeconomica,PLANTS
3534,prunus domestica var. damascena,PLANTS
3535,prunus domestica var. insititia,PLANTS
3536,prunus domestica var. spinosa,PLANTS
3537,prunus dulcis,PLANTS
3538,prunus humilis,PLANTS
3539,prunus insititia,PLANTS
3540,prunus lannesiana,PLANTS
3541,prunus laurocerasus,PLANTS
3542,prunus mairei,PLANTS
3543,prunus moldavica,PLANTS
3544,prunus mume,PLANTS
3545,prunus paniculata,PLANTS
3546,prunus persica,PLANTS
3547,prunus persica nectarina,PLANTS
3548,prunus salicifolia,PLANTS
3549,prunus salicina,PLANTS
3550,prunus sativa subsp. domestica,PLANTS
3551,prunus serotina,PLANTS
3552,prunus serotina var. salicifolia,PLANTS
3553,prunus serrulata,PLANTS
3554,prunus speciosa,PLANTS
3555,prunus spinosa,PLANTS
3556,prunus spp.,PLANTS
3557,prunus stepposa,PLANTS
3558,prunus subhirtella ascendens,PLANTS
3559,prunus tomentosa,PLANTS
3560,prunus virgeniana,PLANTS
3561,prunus virginiana,PLANTS
3562,prunus vulgaris,PLANTS
3563,prunus vulgaris nectarina,PLANTS
3564,prunus x subhirtella ascendens,PLANTS
3565,prunus yedoensis,PLANTS
3566,psalliota campestris,PLANTS
3567,pseudanabaena galeata,PLANTS
3568,pseudevernia furfuraceae spp.,PLANTS
3569,pseudocalymma alliaceum,PLANTS
3570,pseudocalymma pachypus,PLANTS
3571,pseudochlorodesmis australis,PLANTS
3572,pseudomonas elodea,PLANTS
3573,pseudostellaria heterophylla,PLANTS
3574,pseudostellaria rhaphanorrhiza,PLANTS
3575,pseudotsuga douglasii,PLANTS
3576,pseudotsuga menziesii,PLANTS
3577,pseudotsuga menziesii var. menziesii,PLANTS
3578,pseudotsuga mucronata,PLANTS
3579,pseudotsuga taxifolia,PLANTS
3580,pseudowintera colorata,PLANTS
3581,pseudozyma epicola,PLANTS
3582,pseva umbellata,PLANTS
3583,psiadia altissima,PLANTS
3584,psiadia altissima var. boinensis,PLANTS
3585,psiadia decurrens,PLANTS
3586,psidium guajava,PLANTS
3587,psidium guajava pyrifera,PLANTS
3588,psidium guajava var. cujavillum,PLANTS
3589,psidium guajava var. guajava,PLANTS
3590,psidium guava,PLANTS
3591,psidium guayava,PLANTS
3592,psidium igatemyense,PLANTS
3593,psidium igatemyensis,PLANTS
3594,psidium pomiferum,PLANTS
3595,psidium pumiferum,PLANTS
3596,psidium pumilum,PLANTS
3597,psidium pumilum var. guadalupense,PLANTS
3598,psidium pyriferum,PLANTS
3599,psilanthus bengalensis,PLANTS
3600,psilanthus benghalensis,PLANTS
3601,psophocarpus tetragonolobus,PLANTS
3602,psoralea corylifolia,PLANTS
3603,psoralea tetragonoloba,PLANTS
3604,psorothamnus spinosus,PLANTS
3605,psychotria glomerata,PLANTS
3606,psychotria ipecacuanha,PLANTS
3607,psychotria microdesmia,PLANTS
3608,psychotria viridis,PLANTS
3609,pteridium aquilinum,PLANTS
3610,pteridium centrali-africanum,PLANTS
3611,pteris multifida,PLANTS
3612,pteris serrulata,PLANTS
3613,pterocarpus bilobus,PLANTS
3614,pterocarpus casteelsi,PLANTS
3615,pterocarpus marsupium,PLANTS
3616,pterocarpus marsupium fo. acuminata,PLANTS
3617,pterocarpus marsupium fo. acuta,PLANTS
3618,pterocarpus marsupium fo. biloba,PLANTS
3619,pterocarpus marsupium var. acuminata,PLANTS
3620,pterocarpus santalinus,PLANTS
3621,pterocarpus soyauxii,PLANTS
3622,pterocarya micropaliurus,PLANTS
3623,pterocarya paliurus,PLANTS
3624,pterocladia tenuis,PLANTS
3625,pterocypsela indica,PLANTS
3626,pteronia incana,PLANTS
3627,ptychopetalum olacoides,PLANTS
3628,ptychotis coptica,PLANTS
3629,pueraria lobata,PLANTS
3630,pueraria lobata var. thomsonii,PLANTS
3631,pueraria mirifica,PLANTS
3632,pueraria montana var. lobata,PLANTS
3633,pueraria montana var. thomsonii,PLANTS
3634,pueraria thomsoni,PLANTS
3635,pueraria thunbergiana,PLANTS
3636,pueraria tuberosa,PLANTS
3637,pulmonaria officinalis,PLANTS
3638,pulsatilla cernua,PLANTS
3639,pulsatilla koreana,PLANTS
3640,pulsatilla vulgaris,PLANTS
3641,punctata,PLANTS
3642,punica florida,PLANTS
3643,punica granatum,PLANTS
3644,punica grandiflora,PLANTS
3645,punica nana,PLANTS
3646,punica spinosa,PLANTS
3647,pycnanthus angolensis,PLANTS
3648,pycnodoria multifida,PLANTS
3649,pygeum africanum,PLANTS
3650,pygeum crassifolium,PLANTS
3651,pyracantha crenatoserrata,PLANTS
3652,pyracantha fortuneana,PLANTS
3653,pyracantha yunnanensis,PLANTS
3654,pyrethrum acmella,PLANTS
3655,pyrethrum coccineum,PLANTS
3656,pyrethrum indicum,PLANTS
3657,pyrethrum parthenium,PLANTS
3658,pyrethrum roseum,PLANTS
3659,pyrocystis noctiluca,PLANTS
3660,pyrola corymbosa,PLANTS
3661,pyrola frutescens,PLANTS
3662,pyrola incarnata,PLANTS
3663,pyrola umbellata,PLANTS
3664,pyrola verticillata,PLANTS
3665,pyrrosia hastata,PLANTS
3666,pyrrosia lingua,PLANTS
3667,pyrus,PLANTS
3668,pyrus aucuparia gaertn.,PLANTS
3669,pyrus communis,PLANTS
3670,pyrus cydonia,PLANTS
3671,pyrus japonica,PLANTS
3672,pyrus malus,PLANTS
3673,pyrus malus apple,PLANTS
3674,pyrus maulei,PLANTS
3675,pyrus pyrifolia,PLANTS
3676,pyrus sorbus,PLANTS
3677,quadria avellana,PLANTS
3678,quadria heterophylla,PLANTS
3679,quassia alatifolia,PLANTS
3680,quassia amara,PLANTS
3681,quassia amara fo. paniculata,PLANTS
3682,quassia amara var. grandiflora,PLANTS
3683,quassia amara var. paniculata,PLANTS
3684,quassia excelsa,PLANTS
3685,quassia officinalis,PLANTS
3686,quercus acuta,PLANTS
3687,quercus acutissima,PLANTS
3688,quercus acutissima var. depressinucata,PLANTS
3689,quercus acutissima var. macrocarpa,PLANTS
3690,quercus acutissima var. septentrionalis,PLANTS
3691,quercus aegilos cupule,PLANTS
3692,quercus alba,PLANTS
3693,quercus aquifolioides,PLANTS
3694,quercus glauca,PLANTS
3695,quercus infectoria,PLANTS
3696,quercus lunglingensis,PLANTS
3697,quercus mongolia,PLANTS
3698,quercus obtusifolia,PLANTS
3699,quercus pedunculata,PLANTS
3700,quercus petraea,PLANTS
3701,quercus robur,PLANTS
3702,quercus robur petraea,PLANTS
3703,quercus robur subsp. eurobur,PLANTS
3704,quercus robur var. petraea,PLANTS
3705,quercus salicina,PLANTS
3706,quercus semecarpifolia,PLANTS
3707,quercus serrata,PLANTS
3708,quercus spp.,PLANTS
3709,quercus stenophylla,PLANTS
3710,quercus stenophylloides,PLANTS
3711,quercus suber,PLANTS
3712,quillaja saponaria,PLANTS
3713,quillaja saponaria molina,PLANTS
3714,rabdosia inflexa,PLANTS
3715,rabdosia rubescens,PLANTS
3716,racosperma dealbatum,PLANTS
3717,racosperma decurrens,PLANTS
3718,racosperma mangium,PLANTS
3719,racosperma mearnsii,PLANTS
3720,racosperma salignum,PLANTS
3721,radicula armoracia,PLANTS
3722,radicula nasturtium,PLANTS
3723,radicula nasturtium-aquaticum,PLANTS
3724,radicula officinalis,PLANTS
3725,radix rusci,PLANTS
3726,rangium viridissimum,PLANTS
3727,ranunculus ficaria,PLANTS
3728,ranunculus ficaria var. bulbifera,PLANTS
3729,raoulia australis,PLANTS
3730,raphanus rapa,PLANTS
3731,raphanus sativus,PLANTS
3732,rauvolfia serpentina,PLANTS
3733,rauwolfia serpentina,PLANTS
3734,ravenala madagascariensis,PLANTS
3735,ravensara anisata,PLANTS
3736,ravensara aromatica,PLANTS
3737,rehmannia chinensis,PLANTS
3738,rehmannia elata,PLANTS
3739,rehmannia glutinosa,PLANTS
3740,rehsonia brachybotrys,PLANTS
3741,renealmia guyanensis,PLANTS
3742,renealmia spectabilis,PLANTS
3743,reseda luteola,PLANTS
3744,reseda odorata,PLANTS
3745,reynoutria sachalinensis,PLANTS
3746,rhamnoides hippophae,PLANTS
3747,rhamnus cathartica,PLANTS
3748,rhamnus frangula,PLANTS
3749,rhamnus lineata,PLANTS
3750,rhamnus purshiana,PLANTS
3751,rhamnus spina-christi,PLANTS
3752,rhaphiolepis umbellata,PLANTS
3753,rhapis excelsa,PLANTS
3754,rhapis flabelliformis,PLANTS
3755,rhaponticum carthamoides,PLANTS
3756,rheedia lateriflora,PLANTS
3757,rheum alexandrae,PLANTS
3758,rheum australe,PLANTS
3759,rheum compactum,PLANTS
3760,rheum emodii,PLANTS
3761,rheum franzenbachii,PLANTS
3762,rheum franzenbachii var. mongolicum,PLANTS
3763,rheum nobile,PLANTS
3764,rheum officinale,PLANTS
3765,rheum palmatum,PLANTS
3766,rheum palmatum tanguticum,PLANTS
3767,rheum potaninii,PLANTS
3768,rheum qinlingense,PLANTS
3769,rheum rhabarbarum,PLANTS
3770,rheum rhaponticum,PLANTS
3771,rheum spp.,PLANTS
3772,rheum tanguticum,PLANTS
3773,rheum tanguticum var. tanguticum,PLANTS
3774,rheum undulatum,PLANTS
3775,rheum undulatum var. longifolium,PLANTS
3776,rheum webbianum,PLANTS
3777,rhexia lepidota,PLANTS
3778,rhinacanthus communis,PLANTS
3779,rhinacanthus gracilis,PLANTS
3780,rhinacanthus nasutus,PLANTS
3781,rhinacanthus osmospermus,PLANTS
3782,rhinacanthus virens,PLANTS
3783,rhizophora americana,PLANTS
3784,rhizophora apiculata,PLANTS
3785,rhizophora candelaria,PLANTS
3786,rhizophora conjugata,PLANTS
3787,rhizophora mangle,PLANTS
3788,rhizophora mangle var. samoensis,PLANTS
3789,rhizophora samoensis,PLANTS
3790,rhodiola crenulata,PLANTS
3791,rhodiola roanensis,PLANTS
3792,rhodiola rosea,PLANTS
3793,rhodiola rosea subsp. elongata,PLANTS
3794,rhodiola rosea var. rosea,PLANTS
3795,rhodiola sachalinensis,PLANTS
3796,rhodiola sacra,PLANTS
3797,rhodobacter sphaeroides,PLANTS
3798,rhodobryum roseum,PLANTS
3799,rhodocactus grandifolius,PLANTS
3800,rhodococcum vitis-idaea,PLANTS
3801,rhododendron anthopogon,PLANTS
3802,rhododendron anthopogon var. album,PLANTS
3803,rhododendron arboreum,PLANTS
3804,rhododendron aureum,PLANTS
3805,rhododendron brachycarpum,PLANTS
3806,rhododendron campylocarpum,PLANTS
3807,rhododendron chrysanthum,PLANTS
3808,rhododendron dauricum subsp. mucronulatum,PLANTS
3809,rhododendron dauricum var. mucronulatum,PLANTS
3810,rhododendron fauriei,PLANTS
3811,rhododendron ferrugineum,PLANTS
3812,rhododendron hypenanthum,PLANTS
3813,rhododendron indicum,PLANTS
3814,rhododendron mucronulatum,PLANTS
3815,rhododendron schlippenbachii,PLANTS
3816,rhododendron weyrichii,PLANTS
3817,rhododendron yedoense,PLANTS
3818,rhodomyrtus tomentosa,PLANTS
3819,rhodophycea,PLANTS
3820,rhodopseudomonas,PLANTS
3821,rhodymenia palmata,PLANTS
3822,rhodymenia palmata l. grev.,PLANTS
3823,rhubarb,PLANTS
3824,rhus aromatica,PLANTS
3825,rhus chinensis,PLANTS
3826,rhus chinensis var. chinensis,PLANTS
3827,rhus cismontana,PLANTS
3828,rhus coriaria,PLANTS
3829,rhus cotinus,PLANTS
3830,rhus glabra,PLANTS
3831,rhus hirta,PLANTS
3832,rhus javanica,PLANTS
3833,rhus radicans,PLANTS
3834,rhus semialata,PLANTS
3835,rhus succedanea,PLANTS
3836,rhus toxicodendron,PLANTS
3837,rhus typhina,PLANTS
3838,rhus veneata,PLANTS
3839,rhus verniciflua,PLANTS
3840,rhynchosia nulubilis,PLANTS
3841,rhyolite,PLANTS
3842,rhytispermum arvense,PLANTS
3843,ribes alpestre,PLANTS
3844,ribes cyathiforme,PLANTS
3845,ribes grossularia,PLANTS
3846,ribes nigrum,PLANTS
3847,ribes nigrum var. europaeum,PLANTS
3848,ribes nigrum var. pauciflorum,PLANTS
3849,ribes olidum,PLANTS
3850,ribes pauciflorum,PLANTS
3851,ribes reclinatum,PLANTS
3852,ribes rubrum,PLANTS
3853,ribes rubrum currant,PLANTS
3854,ribes rubrum var. sativum,PLANTS
3855,ribes rubrum var. scandicum,PLANTS
3856,ribes rubrum var. sylvestre,PLANTS
3857,ribes sativum,PLANTS
3858,ribes scandicum,PLANTS
3859,ribes spicatum,PLANTS
3860,ribes sylvestre,PLANTS
3861,ribes uva-crispa,PLANTS
3862,ribes vulgare,PLANTS
3863,ribes vulgare var. sylvestre,PLANTS
3864,ribesiodes concinnum,PLANTS
3865,rice,PLANTS
3866,richardella dulcifica,PLANTS
3867,ricinodendron rautenenii,PLANTS
3868,ricinus communis,PLANTS
3869,rissoella verruculosa,PLANTS
3870,rivea nervosa,PLANTS
3871,robinia ferruginea,PLANTS
3872,robinia pringlei,PLANTS
3873,robinia pseudoacacia,PLANTS
3874,robinia pseudoacacia fo. oswaldiae,PLANTS
3875,robinia pseudoacacia var. inermis,PLANTS
3876,robinia pseudoacacia var. pyramidalis,PLANTS
3877,robinia pseudoacacia var. rectissima,PLANTS
3878,robinia pseudoacacia var. umbraculifera,PLANTS
3879,robinia pyramidalis,PLANTS
3880,roccella fuciformis ach.,PLANTS
3881,rodgersia japonica,PLANTS
3882,rodgersia podophylla,PLANTS
3883,romneya coulteri,PLANTS
3884,rorippa armoracia,PLANTS
3885,rorippa nasturtium,PLANTS
3886,rorippa nasturtium-aquaticum,PLANTS
3887,rorippa officinalis,PLANTS
3888,rorippa rusticana,PLANTS
3889,rosa,PLANTS
3890,rosa alba,PLANTS
3891,rosa bourboniana,PLANTS
3892,rosa canina,PLANTS
3893,rosa centifolia,PLANTS
3894,rosa ciliatosepala,PLANTS
3895,rosa cinnamomea,PLANTS
3896,rosa corymbifera,PLANTS
3897,rosa damascena,PLANTS
3898,rosa davuca,PLANTS
3899,rosa davurica,PLANTS
3900,rosa dumetorum,PLANTS
3901,rosa duvica,PLANTS
3902,rosa eglanteria,PLANTS
3903,rosa foetida,PLANTS
3904,rosa gigantea,PLANTS
3905,rosa hybrid,PLANTS
3906,rosa illinoiensis,PLANTS
3907,rosa indica,PLANTS
3908,rosa indica var. odorata,PLANTS
3909,rosa laevigata,PLANTS
3910,rosa luciae,PLANTS
3911,rosa lutescens,PLANTS
3912,rosa majalis,PLANTS
3913,rosa microphylla var. glabra,PLANTS
3914,rosa moschata,PLANTS
3915,rosa multiflora,PLANTS
3916,rosa odorata,PLANTS
3917,rosa pendulina,PLANTS
3918,rosa pimpinellifolia,PLANTS
3919,rosa pimpinellifolia subsp. myriacantha,PLANTS
3920,rosa roxburghii,PLANTS
3921,rosa rubiginosa,PLANTS
3922,rosa rugosa,PLANTS
3923,rosa spinosissima,PLANTS
3924,rosa spp.,PLANTS
3925,rosa wichuraiana,PLANTS
3926,rosa x alba,PLANTS
3927,rosa x odorata,PLANTS
3928,rose damascena,PLANTS
3929,rosmarinus angustifolius,PLANTS
3930,rosmarinus officinalis,PLANTS
3931,rotantha combretoides,PLANTS
3932,rubia cordifolia,PLANTS
3933,rubia iberica,PLANTS
3934,rubia tinctorum,PLANTS
3935,rubia tinctorum var. iberica,PLANTS
3936,rubia yunnanensis,PLANTS
3937,rubus arcticus,PLANTS
3938,rubus bergii,PLANTS
3939,rubus caesius,PLANTS
3940,rubus caesius subsp. leucosepalus,PLANTS
3941,rubus caesius subsp. turkestanicus,PLANTS
3942,rubus caesius var. turkestanicus,PLANTS
3943,rubus chamaemorus,PLANTS
3944,rubus chingii,PLANTS
3945,rubus corchorifolius,PLANTS
3946,rubus coreanus,PLANTS
3947,rubus deliciosus,PLANTS
3948,rubus ellipticus,PLANTS
3949,rubus eriocarpus,PLANTS
3950,rubus flavus,PLANTS
3951,rubus fruticosus,PLANTS
3952,rubus glaucus,PLANTS
3953,rubus hirsutus,PLANTS
3954,rubus idaeus,PLANTS
3955,rubus idaeus subsp. strigosus,PLANTS
3956,rubus l. subgenus rubus,PLANTS
3957,rubus laciniatus,PLANTS
3958,rubus moluccanus,PLANTS
3959,rubus myrianthus,PLANTS
3960,rubus occidentalis,PLANTS
3961,rubus palmatus thunb.,PLANTS
3962,rubus parvifolius,PLANTS
3963,rubus pseudochamaemorus,PLANTS
3964,rubus psilophyllus,PLANTS
3965,rubus spp.,PLANTS
3966,rubus strigosus,PLANTS
3967,rubus suavissimus,PLANTS
3968,rubus turkestanicus,PLANTS
3969,rubus ursinus var. loganobaccus,PLANTS
3970,rubus villosus,PLANTS
3971,rudbeckia hirta,PLANTS
3972,rudbeckia pallida,PLANTS
3973,rumex acetosa,PLANTS
3974,rumex acetosa subsp. fontano-paludosus,PLANTS
3975,rumex acetosa subsp. pratensis,PLANTS
3976,rumex acetosella,PLANTS
3977,rumex crispus,PLANTS
3978,rumex digynus,PLANTS
3979,rumex fontanopaludosus,PLANTS
3980,rumex microcarpus,PLANTS
3981,rumex occidentalis,PLANTS
3982,rumex pseudonatronatus,PLANTS
3983,rumex stenophyllus,PLANTS
3984,rumex wallichii,PLANTS
3985,ruscus aculeatus,PLANTS
3986,russelia equisetiformis,PLANTS
3987,russelia juncea,PLANTS
3988,russula viresens,PLANTS
3989,ruta graveolens,PLANTS
3990,ruta hortensis,PLANTS
3991,sabal serrulatum,PLANTS
3992,sabbatia angularis,PLANTS
3993,sabdariffa rubra,PLANTS
3994,sabina gigantea,PLANTS
3995,saccharina longicruris,PLANTS
3996,saccharum officinarum,PLANTS
3997,saccharum spontaneum,PLANTS
3998,safflower,PLANTS
3999,sageretia thea,PLANTS
4000,sageretia thea var. thea,PLANTS
4001,sageretia theezans,PLANTS
4002,sahel scenedesmus,PLANTS
4003,salacca zalacca,PLANTS
4004,salacia reticulata,PLANTS
4005,salicornia,PLANTS
4006,salicornia bigelovii,PLANTS
4007,salicornia europaea,PLANTS
4008,salix alba,PLANTS
4009,salix amygdalina,PLANTS
4010,salix babylonica,PLANTS
4011,salix bakko,PLANTS
4012,salix blinii,PLANTS
4013,salix caprea,PLANTS
4014,salix caspica,PLANTS
4015,salix coaetanea,PLANTS
4016,salix daphnoides,PLANTS
4017,salix fragilis,PLANTS
4018,salix hultenii,PLANTS
4019,salix matsudana,PLANTS
4020,salix nigra,PLANTS
4021,salix nigra var. falcata,PLANTS
4022,salix nigra var. lindheimeri,PLANTS
4023,salix purpurea,PLANTS
4024,salix triandra,PLANTS
4025,salix x fragilis,PLANTS
4026,salmo,PLANTS
4027,salt,PLANTS
4028,salvadora persica,PLANTS
4029,salvia apiana,PLANTS
4030,salvia asperata,PLANTS
4031,salvia atropatana ,PLANTS
4032,salvia brachiata,PLANTS
4033,salvia clandestina,PLANTS
4034,salvia clandestina var. angustifolia,PLANTS
4035,salvia clandestina var. clandestina,PLANTS
4036,salvia clevelandii,PLANTS
4037,salvia discolor,PLANTS
4038,salvia elegans,PLANTS
4039,salvia extersa,PLANTS
4040,salvia fruticosa,PLANTS
4041,salvia hispanica,PLANTS
4042,salvia infuscata,PLANTS
4043,salvia lavandulifolia,PLANTS
4044,salvia lavandulifolia spp. vellerea,PLANTS
4045,salvia lavandulifolia vahl.,PLANTS
4046,salvia leucantha,PLANTS
4047,salvia melissodora,PLANTS
4048,salvia miltiorhiza,PLANTS
4049,salvia miltiorrhiza,PLANTS
4050,salvia minutiflora,PLANTS
4051,salvia officinalis,PLANTS
4052,salvia officinalis lavandulifolia,PLANTS
4053,salvia officinalis spp. lavandulifolia,PLANTS
4054,salvia pamirica,PLANTS
4055,salvia plebeia,PLANTS
4056,salvia plebeia var. latifolia,PLANTS
4057,salvia sclarea,PLANTS
4058,salvia stenophylla,PLANTS
4059,salvia triloba,PLANTS
4060,salvia verbenaca,PLANTS
4061,sambucus canadensis,PLANTS
4062,sambucus canadensis and s. nigra,PLANTS
4063,sambucus canadensis var. laciniata,PLANTS
4064,sambucus canadensis var. oreopola,PLANTS
4065,sambucus canadensis var. submollis,PLANTS
4066,sambucus ebulus,PLANTS
4067,sambucus graveolens,PLANTS
4068,sambucus latipinna,PLANTS
4069,sambucus mexicana,PLANTS
4070,sambucus nigra,PLANTS
4071,sambucus nigra subsp. canadensis,PLANTS
4072,sambucus nigra var. canadensis,PLANTS
4073,sambucus oreopola,PLANTS
4074,sambucus peruviana,PLANTS
4075,sambucus sieboldiana,PLANTS
4076,sambucus wightiana,PLANTS
4077,sambucus williamsii,PLANTS
4078,sanguinaria australis,PLANTS
4079,sanguinaria canadensis,PLANTS
4080,sanguinaria canadensis var. rotundifolia,PLANTS
4081,sanguinaria dilleniana,PLANTS
4082,sanguisorba glandulosa,PLANTS
4083,sanguisorba minor,PLANTS
4084,sanguisorba minor subsp. muricata,PLANTS
4085,sanguisorba officinalis,PLANTS
4086,sanguisorba officinalis var. glandulosa,PLANTS
4087,sanguisorba officinalis var. officinalis,PLANTS
4088,sanicula elata,PLANTS
4089,sanicula europaea,PLANTS
4090,sansevieria trifasciata,PLANTS
4091,sansevieria zeylanica,PLANTS
4092,santalum acuminatum,PLANTS
4093,santalum album,PLANTS
4094,santalum austro-caledonicum,PLANTS
4095,santalum austrocaledonicum,PLANTS
4096,santalum cygnorum,PLANTS
4097,santalum freycinetianum,PLANTS
4098,santalum lanceolatum,PLANTS
4099,santalum paniculatum,PLANTS
4100,santalum spicata,PLANTS
4101,santalum spicatum,PLANTS
4102,santolina chamaecyparissus,PLANTS
4103,sapindus emarginatus,PLANTS
4104,sapindus mukorossi gaertn,PLANTS
4105,sapindus mukurossi,PLANTS
4106,sapindus oahuensis,PLANTS
4107,sapindus rarak,PLANTS
4108,sapindus trifoliatus,PLANTS
4109,saponaria officinalis,PLANTS
4110,saponaria paniculata,PLANTS
4111,saposhnikovia divaricata,PLANTS
4112,sarcandra glabra subsp. glabra,PLANTS
4113,sarcocaulon mossamedense,PLANTS
4114,sarcocaulon mossamedensis,PLANTS
4115,sarcodiotheca gaudichaudii,PLANTS
4116,sarcodon aspratus,PLANTS
4117,sarcotheca philippica,PLANTS
4118,sargassum filipendula,PLANTS
4119,sargassum fulvellum,PLANTS
4120,sargassum fusiforme,PLANTS
4121,sargassum horneri,PLANTS
4122,sargassum muticum,PLANTS
4123,sargassum pallidum,PLANTS
4124,sargassum siliquastrum,PLANTS
4125,sargassum vulgare,PLANTS
4126,sarothamnus scoparius,PLANTS
4127,sasa kurilensis,PLANTS
4128,sasa quelpaertensis,PLANTS
4129,sasa senanensis,PLANTS
4130,sasa veitchii,PLANTS
4131,sassafras albidum,PLANTS
4132,sassafras albidum var. molle,PLANTS
4133,sassafras officinalis,PLANTS
4134,sassafras parthenoxylon,PLANTS
4135,sassafras sassafras,PLANTS
4136,sassafras variifolium,PLANTS
4137,satureja calamintha l. scheele,PLANTS
4138,satureja confinis,PLANTS
4139,satureja cuneifolia,PLANTS
4140,satureja hortensis,PLANTS
4141,satureja khuzistanica jamzad,PLANTS
4142,satureja laxiflora,PLANTS
4143,satureja montana,PLANTS
4144,satureja montana subsp. taurica,PLANTS
4145,satureja nepeta,PLANTS
4146,satureja pachyphylla,PLANTS
4147,satureja thymbra,PLANTS
4148,satureja viminea,PLANTS
4149,saururus chinensis,PLANTS
4150,saussurea costus,PLANTS
4151,saussurea involucrata,PLANTS
4152,saussurea lappa,PLANTS
4153,saxifraga,PLANTS
4154,saxifraga caespitosa,PLANTS
4155,saxifraga granulata,PLANTS
4156,saxifraga sarmentosa,PLANTS
4157,scabiosa arvensis,PLANTS
4158,sceletium tortuosum,PLANTS
4159,schenkia spicata,PLANTS
4160,schima brevipes,PLANTS
4161,schima wallichii,PLANTS
4162,schinopsis quebracho-colorado,PLANTS
4163,schinus molle,PLANTS
4164,schinus terebinthifolius,PLANTS
4165,schinziophyton rautanenii,PLANTS
4166,schinziophyton rautanennii,PLANTS
4167,schisandra chinensis,PLANTS
4168,schisandra chinensis var. leucocarpa,PLANTS
4169,schisandra chinensis var. rubriflora,PLANTS
4170,schisandra flaccidiramosa,PLANTS
4171,schisandra grandiflora var. rubriflora,PLANTS
4172,schisandra incarnata,PLANTS
4173,schisandra sphenanthera,PLANTS
4174,schizandra chinensis,PLANTS
4175,schizandra incarnata,PLANTS
4176,schizandra nigra,PLANTS
4177,schizandra sphenanthera,PLANTS
4178,schizonepeta tenuifolia,PLANTS
4179,schizophyllum commune,PLANTS
4180,schizosaccharomyces,PLANTS
4181,schizosaccharomyces pombe,PLANTS
4182,schizothrix calciciola,PLANTS
4183,schleichera trijuga,PLANTS
4184,schoenoplectus fluviatilis,PLANTS
4185,schoenoplectus lacustris subsp. tabernaemontani,PLANTS
4186,schoenoplectus tabernaemontani,PLANTS
4187,schollia chinensis,PLANTS
4188,schotia simplicifolia,PLANTS
4189,schousboea cordifolia,PLANTS
4190,sciadopitys verticillata,PLANTS
4191,scirpus fluviatilis,PLANTS
4192,scirpus tabernaemontani,PLANTS
4193,sclerocarya birrea,PLANTS
4194,sclerotium rolfssii,PLANTS
4195,scoparia dulcis,PLANTS
4196,scopolia carniolica,PLANTS
4197,scopolia caucasica,PLANTS
4198,scopolia japonica,PLANTS
4199,scopolia lurida,PLANTS
4200,scopolia tangutica,PLANTS
4201,scorodosma foetidum,PLANTS
4202,scrophularia aquatica,PLANTS
4203,scrophularia buergeriana,PLANTS
4204,scrophularia koraiensis,PLANTS
4205,scrophularia nodosa,PLANTS
4206,scutellaria alpina,PLANTS
4207,scutellaria baicalensis,PLANTS
4208,scutellaria galericulata,PLANTS
4209,scutellaria incana,PLANTS
4210,scutellaria lanceolaria,PLANTS
4211,scutellaria lateriflora,PLANTS
4212,scutellaria macrantha,PLANTS
4213,scyliorhinus canicula,PLANTS
4214,scyllii pellis,PLANTS
4215,scytalia chinensis,PLANTS
4216,sebifera glutinosa,PLANTS
4217,secale cereale,PLANTS
4218,sechium edule,PLANTS
4219,securinega virosa,PLANTS
4220,sedum,PLANTS
4221,sedum acre,PLANTS
4222,sedum album,PLANTS
4223,sedum alfredii var.,PLANTS
4224,sedum alpestre,PLANTS
4225,sedum angustifolium,PLANTS
4226,sedum dendroideum,PLANTS
4227,sedum elrodii,PLANTS
4228,sedum jinianum,PLANTS
4229,sedum kamtschaticum,PLANTS
4230,sedum kouyangense,PLANTS
4231,sedum minimum,PLANTS
4232,sedum purpureum,PLANTS
4233,sedum rhodiola,PLANTS
4234,sedum roanense,PLANTS
4235,sedum rosea,PLANTS
4236,sedum rosea var. roanense,PLANTS
4237,sedum roseum,PLANTS
4238,sedum sachalinense,PLANTS
4239,sedum sarmentosum,PLANTS
4240,sedum sarmentosum fo. majus,PLANTS
4241,sedum sheareri,PLANTS
4242,sedum telephium,PLANTS
4243,selaginella involvens,PLANTS
4244,selaginella lepidophylla,PLANTS
4245,selaginella pilifera,PLANTS
4246,selaginella pilifera var. pringlei,PLANTS
4247,selaginella pringlei,PLANTS
4248,selaginella pulvinata,PLANTS
4249,selaginella tamariscina,PLANTS
4250,selenicereus coniflorus,PLANTS
4251,selenicereus grandiflorus,PLANTS
4252,selenicereus hondurensis,PLANTS
4253,selenicereus kunthianus,PLANTS
4254,selinum ammoides,PLANTS
4255,selinum coriandrum,PLANTS
4256,selinum graveolens,PLANTS
4257,selinum levisticum,PLANTS
